plot,rate,pattern,block,stage,diameter,height,who,year
209,168,Grid,2,61,1.03,45.70,Laurel,2022
209,168,Grid,2,61,1.03,55.90,Laurel,2022
305,168,Row,3,71,1.03,74.93,Laurel,2023
305,168,Row,3,71,1.03,86.36,Laurel,2023
305,168,Row,3,71,1.03,93.98,Laurel,2023
206,168,Grid,2,63,1.03,66.04,Noelle,2023
208,112,Grid,2,61,1.03,88.90,Laurel,2023
209,112,Row,2,59,1.03,71.12,Noelle,2023
101,112,Row,1,61,1.03,71.10,Laurel,2022
103,112,Grid,1,61,1.03,58.40,Laurel,2022
105,168,Grid,1,61,1.03,66.00,Laurel,2022
105,168,Grid,1,65,1.03,68.60,Laurel,2022
109,168,Row,1,65,1.03,66.00,Laurel,2022
202,168,Row,2,69,1.02,83.80,Laurel,2022
202,168,Row,2,69,1.02,91.40,Laurel,2022
308,168,Grid,3,59,1.02,60.96,Laurel,2023
303,112,Row,3,61,1.02,78.70,Laurel,2022
306,168,Grid,3,68,1.02,55.90,Cody,2022
307,168,Row,3,63,1.02,68.60,Laurel,2022
307,168,Row,3,65,1.02,76.20,Laurel,2022
307,168,Row,3,69,1.02,78.70,Laurel,2022
206,168,Grid,2,61,1.02,68.58,Noelle,2023
104,168,Grid,1,69,1.02,66.04,Noelle,2023
105,168,Row,1,69,1.02,86.36,Laurel,2023
105,168,Row,1,71,1.02,91.44,Laurel,2023
107,56,Grid,1,61,1.02,76.20,Laurel,2022
109,168,Row,1,65,1.02,68.60,Laurel,2022
304,112,Row,3,71,1.01,91.44,Laurel,2023
305,168,Row,3,71,1.01,73.66,Laurel,2023
309,112,Grid,3,61,1.01,60.96,Noelle,2023
307,168,Row,3,69,1.01,88.90,Laurel,2022
208,112,Grid,2,69,1.01,86.36,Laurel,2023
208,112,Grid,2,69,1.01,93.98,Laurel,2023
109,168,Row,1,69,1.01,58.40,Laurel,2022
109,168,Row,1,61,1.01,61.00,Laurel,2022
109,168,Row,1,67,1.01,91.40,Laurel,2022
201,112,Grid,2,61,1,66.00,Laurel,2022
304,112,Row,3,71,1,68.58,Laurel,2023
305,168,Row,3,61,1,64.77,Laurel,2023
305,168,Row,3,63,1,73.66,Laurel,2023
305,168,Row,3,71,1,78.74,Noelle,2023
308,168,Grid,3,61,1,83.82,Laurel,2023
305,112,Grid,3,65,1,71.10,Laurel,2022
305,112,Grid,3,69,1,88.90,Laurel,2022
306,168,Grid,3,67,1,59.70,Cody,2022
307,168,Row,3,65,1,63.50,Laurel,2022
307,168,Row,3,67,1,104.10,Laurel,2022
105,168,Row,1,71,1,91.44,Laurel,2023
109,168,Row,1,61,1,48.30,Laurel,2022
305,168,Row,3,59,0.99,69.85,Laurel,2023
303,112,Row,3,63,0.99,61.00,Laurel,2022
307,168,Row,3,61,0.99,76.20,Laurel,2022
307,168,Row,3,69,0.99,83.80,Laurel,2022
203,168,Row,2,71,0.99,60.96,Noelle,2023
104,168,Grid,1,71,0.99,93.98,Noelle,2023
105,168,Row,1,69,0.99,71.12,Laurel,2023
202,168,Row,2,67,0.98,71.10,Laurel,2022
209,168,Grid,2,67,0.98,66.00,Laurel,2022
304,112,Row,3,65,0.98,68.58,Laurel,2023
305,168,Row,3,69,0.98,45.72,Laurel,2023
305,168,Row,3,71,0.98,76.20,Laurel,2023
307,168,Row,3,61,0.98,66.00,Laurel,2022
206,168,Grid,2,65,0.98,48.26,Noelle,2023
102,112,Row,1,65,0.98,60.96,Noelle,2023
103,112,Grid,1,59,0.98,50.80,Laurel,2023
104,168,Grid,1,61,0.98,50.80,Noelle,2023
105,168,Grid,1,61,0.98,40.60,Laurel,2022
105,168,Grid,1,61,0.98,58.40,Laurel,2022
109,168,Row,1,61,0.98,53.30,Laurel,2022
201,112,Grid,2,65,0.97,58.40,Laurel,2022
202,168,Row,2,63,0.97,66.00,Laurel,2022
305,168,Row,3,71,0.97,78.74,Laurel,2023
308,168,Grid,3,69,0.97,102.87,Laurel,2023
307,168,Row,3,69,0.97,63.50,Laurel,2022
307,168,Row,3,61,0.97,83.80,Laurel,2022
203,168,Row,2,59,0.97,30.48,Noelle,2023
109,168,Row,1,65,0.97,55.90,Laurel,2022
109,168,Row,1,61,0.97,58.40,Laurel,2022
201,112,Grid,2,69,0.96,63.50,Laurel,2022
209,168,Grid,2,61,0.96,61.00,Laurel,2022
305,168,Row,3,71,0.96,73.66,Laurel,2023
308,168,Grid,3,69,0.96,66.04,Laurel,2023
303,112,Row,3,63,0.96,43.20,Laurel,2022
306,168,Grid,3,69,0.96,38.10,Cody,2022
306,168,Grid,3,69,0.96,43.20,Cody,2022
306,168,Grid,3,69,0.96,66.00,Cody,2022
203,168,Row,2,67,0.96,81.28,Noelle,2023
105,168,Row,1,71,0.96,68.58,Laurel,2023
105,168,Row,1,69,0.96,81.28,Laurel,2023
105,168,Grid,1,63,0.96,68.60,Laurel,2022
107,56,Grid,1,61,0.96,53.30,Laurel,2022
209,168,Grid,2,61,0.95,43.20,Laurel,2022
305,168,Row,3,71,0.95,71.12,Noelle,2023
306,168,Grid,3,69,0.95,52.10,Cody,2022
306,168,Grid,3,69,0.95,82.60,Cody,2022
307,168,Row,3,59,0.95,58.40,Laurel,2022
206,168,Grid,2,59,0.95,27.94,Noelle,2023
206,168,Grid,2,65,0.95,71.12,Noelle,2023
103,112,Grid,1,61,0.95,74.93,Laurel,2023
109,168,Row,1,61,0.95,53.30,Laurel,2022
202,168,Row,2,63,0.94,78.70,Laurel,2022
209,168,Grid,2,61,0.94,35.60,Laurel,2022
305,168,Row,3,71,0.94,63.50,Laurel,2023
306,168,Grid,3,67,0.94,49.50,Cody,2022
307,168,Row,3,61,0.94,71.10,Laurel,2022
307,168,Row,3,61,0.94,73.70,Laurel,2022
307,168,Row,3,69,0.94,81.30,Laurel,2022
105,168,Row,1,63,0.94,85.09,Laurel,2023
105,168,Grid,1,61,0.94,66.00,Laurel,2022
109,168,Row,1,61,0.94,54.60,Laurel,2022
203,112,Row,2,61,0.93,55.90,Laurel,2022
209,168,Grid,2,61,0.93,66.00,Laurel,2022
305,168,Row,3,61,0.93,78.74,Laurel,2023
305,168,Row,3,69,0.93,96.52,Laurel,2023
305,112,Grid,3,49,0.93,35.60,Laurel,2022
307,168,Row,3,69,0.93,83.80,Laurel,2022
307,168,Row,3,69,0.93,83.80,Laurel,2022
201,56,Grid,2,35,0.93,29.21,Laurel,2023
103,112,Grid,1,61,0.93,73.66,Laurel,2023
107,56,Grid,1,69,0.93,81.28,Laurel,2023
109,168,Row,1,61,0.93,55.90,Laurel,2022
206,56,Grid,2,61,0.92,58.40,Laurel,2022
305,168,Row,3,71,0.92,53.34,Noelle,2023
305,168,Row,3,69,0.92,76.20,Laurel,2023
308,56,Row,3,61,0.92,58.40,Laurel,2022
102,112,Row,1,65,0.92,78.74,Noelle,2023
105,168,Grid,1,61,0.92,58.40,Laurel,2022
105,168,Grid,1,63,0.92,66.00,Laurel,2022
204,56,Row,2,61,0.91,58.40,Laurel,2022
305,168,Row,3,61,0.91,71.12,Laurel,2023
306,168,Grid,3,67,0.91,85.10,Cody,2022
307,168,Row,3,63,0.91,76.20,Laurel,2022
102,112,Row,1,71,0.91,68.58,Noelle,2023
109,168,Row,1,61,0.91,58.40,Laurel,2022
305,168,Row,3,na,0.9,33.02,Laurel,2023
306,168,Grid,3,68,0.9,47.00,Cody,2022
206,168,Grid,2,71,0.9,63.50,Noelle,2023
208,112,Grid,2,69,0.9,88.90,Laurel,2023
105,168,Grid,1,61,0.9,55.90,Laurel,2022
105,168,Grid,1,61,0.9,68.60,Laurel,2022
206,56,Grid,2,67,0.89,55.90,Laurel,2022
305,168,Row,3,71,0.89,71.12,Noelle,2023
308,168,Grid,3,71,0.89,73.66,Laurel,2023
301,56,Grid,3,65,0.89,58.40,Laurel,2022
307,168,Row,3,69,0.89,83.80,Laurel,2022
206,168,Grid,2,59,0.89,41.91,Noelle,2023
201,112,Grid,2,67,0.88,55.90,Laurel,2022
201,112,Grid,2,69,0.88,63.50,Laurel,2022
305,168,Row,3,71,0.88,81.28,Laurel,2023
206,168,Grid,2,71,0.88,24.13,Noelle,2023
206,168,Grid,2,65,0.88,25.40,Noelle,2023
209,112,Row,2,59,0.88,48.26,Noelle,2023
102,112,Row,1,67,0.88,63.50,Noelle,2023
102,112,Row,1,59,0.88,60.96,Noelle,2023
107,56,Grid,1,61,0.88,68.58,Laurel,2023
107,56,Grid,1,59,0.88,83.82,Laurel,2023
105,168,Grid,1,61,0.88,47.00,Laurel,2022
109,168,Row,1,61,0.88,55.90,Laurel,2022
204,56,Row,2,63,0.87,55.90,Laurel,2022
305,168,Row,3,69,0.87,83.82,Laurel,2023
309,112,Grid,3,61,0.87,54.61,Laurel,2023
307,168,Row,3,67,0.87,81.30,Laurel,2022
206,168,Grid,2,65,0.87,48.26,Noelle,2023
101,112,Row,1,61,0.87,53.30,Laurel,2022
305,168,Row,3,71,0.86,76.20,Laurel,2023
303,112,Row,3,65,0.86,58.40,Laurel,2022
306,168,Grid,3,69,0.86,45.70,Cody,2022
307,168,Row,3,61,0.86,73.70,Laurel,2022
307,168,Row,3,63,0.86,73.70,Laurel,2022
109,168,Row,1,65,0.86,55.90,Laurel,2022
202,168,Row,2,61,0.85,55.90,Laurel,2022
202,168,Row,2,63,0.85,66.00,Laurel,2022
305,168,Row,3,71,0.85,76.20,Laurel,2023
305,168,Row,3,71,0.85,na,Laurel,2023
308,168,Grid,3,71,0.85,71.12,Laurel,2023
308,168,Grid,3,69,0.85,76.20,Laurel,2023
201,56,Grid,2,59,0.85,72.39,Laurel,2023
202,56,Row,2,59,0.85,55.88,Laurel,2023
101,112,Row,1,65,0.85,55.90,Laurel,2022
109,168,Row,1,61,0.85,55.90,Laurel,2022
303,112,Row,3,61,0.84,61.00,Laurel,2022
307,168,Row,3,59,0.84,55.90,Laurel,2022
307,168,Row,3,61,0.84,61.00,Laurel,2022
307,168,Row,3,65,0.84,61.00,Laurel,2022
206,168,Grid,2,61,0.84,33.02,Noelle,2023
101,112,Row,1,59,0.84,68.60,Laurel,2022
104,56,Row,1,59,0.84,58.40,Laurel,2022
109,168,Row,1,61,0.84,45.70,Laurel,2022
209,168,Grid,2,61,0.83,53.30,Laurel,2022
209,168,Grid,2,65,0.83,58.40,Laurel,2022
305,112,Grid,3,69,0.83,76.20,Laurel,2022
203,168,Row,2,61,0.83,54.61,Noelle,2023
206,168,Grid,2,59,0.83,30.48,Noelle,2023
206,168,Grid,2,61,0.83,48.26,Noelle,2023
104,168,Grid,1,65,0.83,58.42,Noelle,2023
105,168,Row,1,61,0.83,58.42,Laurel,2023
107,56,Grid,1,55,0.83,33.02,Laurel,2023
105,168,Grid,1,63,0.83,50.80,Laurel,2022
202,168,Row,2,65,0.82,66.00,Laurel,2022
209,168,Grid,2,61,0.82,40.60,Laurel,2022
305,168,Row,3,69,0.82,66.04,Laurel,2023
309,112,Grid,3,61,0.82,72.39,Laurel,2023
307,168,Row,3,63,0.82,71.10,Laurel,2022
105,168,Row,1,71,0.82,86.36,Laurel,2023
107,56,Grid,1,59,0.82,63.50,Laurel,2023
305,168,Row,3,69,0.81,71.12,Laurel,2023
305,168,Row,3,71,0.81,71.12,Laurel,2023
306,168,Grid,3,69,0.81,67.30,Cody,2022
307,168,Row,3,69,0.81,73.70,Laurel,2022
308,56,Row,3,65,0.81,71.10,Laurel,2022
202,56,Row,2,61,0.81,67.31,Laurel,2023
203,168,Row,2,59,0.81,35.56,Noelle,2023
209,112,Row,2,59,0.81,22.86,Noelle,2023
104,168,Grid,1,67,0.81,68.58,Noelle,2023
304,112,Row,3,63,0.8,50.80,Laurel,2023
306,168,Grid,3,69,0.8,53.30,Cody,2022
306,168,Grid,3,69,0.8,72.40,Cody,2022
307,168,Row,3,69,0.8,35.60,Laurel,2022
307,168,Row,3,65,0.8,76.20,Laurel,2022
206,168,Grid,2,61,0.8,46.99,Noelle,2023
206,168,Grid,2,71,0.8,68.58,Noelle,2023
105,168,Row,1,69,0.8,53.34,Noelle,2023
105,168,Row,1,71,0.8,67.31,Laurel,2023
105,168,Grid,1,61,0.8,48.30,Laurel,2022
109,168,Row,1,61,0.8,53.30,Laurel,2022
305,168,Row,3,71,0.79,69.85,Laurel,2023
308,168,Grid,3,67,0.79,88.90,Laurel,2023
303,112,Row,3,59,0.79,58.40,Laurel,2022
303,112,Row,3,61,0.79,66.00,Laurel,2022
206,168,Grid,2,na,0.79,22.86,Noelle,2023
102,112,Row,1,65,0.79,58.42,Noelle,2023
105,168,Row,1,71,0.79,48.26,Noelle,2023
105,168,Row,1,71,0.79,63.50,Laurel,2023
105,168,Grid,1,53,0.79,45.70,Laurel,2022
109,168,Row,1,63,0.79,58.40,Laurel,2022
203,112,Row,2,61,0.78,48.30,Laurel,2022
308,168,Grid,3,65,0.78,43.18,Laurel,2023
308,168,Grid,3,61,0.78,69.85,Laurel,2023
305,112,Grid,3,63,0.78,61.00,Laurel,2022
307,168,Row,3,65,0.78,63.50,Laurel,2022
308,56,Row,3,63,0.78,66.00,Laurel,2022
206,168,Grid,2,61,0.78,40.64,Noelle,2023
209,112,Row,2,59,0.78,43.18,Noelle,2023
105,168,Row,1,65,0.78,73.66,Laurel,2023
109,168,Row,1,61,0.78,55.90,Laurel,2022
109,168,Row,1,61,0.78,58.40,Laurel,2022
203,112,Row,2,61,0.77,35.60,Laurel,2022
203,112,Row,2,63,0.77,53.30,Laurel,2022
305,168,Row,3,69,0.77,na,Laurel,2023
309,112,Grid,3,61,0.77,43.18,Laurel,2023
303,112,Row,3,59,0.77,43.20,Laurel,2022
307,168,Row,3,65,0.77,58.40,Laurel,2022
203,168,Row,2,59,0.77,48.26,Noelle,2023
206,168,Grid,2,59,0.77,17.78,Noelle,2023
206,168,Grid,2,71,0.77,43.18,Noelle,2023
201,112,Grid,2,65,0.76,58.40,Laurel,2022
204,56,Row,2,61,0.76,55.90,Laurel,2022
206,168,Grid,2,69,0.76,19.05,Noelle,2023
206,168,Grid,2,59,0.76,45.72,Noelle,2023
208,112,Grid,2,65,0.76,63.50,Laurel,2023
209,112,Row,2,59,0.76,43.18,Noelle,2023
104,168,Grid,1,63,0.76,68.58,Noelle,2023
105,168,Row,1,69,0.76,55.88,Laurel,2023
105,168,Grid,1,61,0.76,50.80,Laurel,2022
109,168,Row,1,65,0.76,61.00,Laurel,2022
201,112,Grid,2,65,0.75,50.80,Laurel,2022
305,168,Row,3,71,0.75,55.88,Laurel,2023
308,168,Grid,3,69,0.75,63.50,Laurel,2023
308,168,Grid,3,71,0.75,127.00,Laurel,2023
301,56,Grid,3,61,0.75,53.30,Laurel,2022
306,168,Grid,3,69,0.75,41.90,Cody,2022
307,168,Row,3,69,0.75,71.10,Laurel,2022
206,56,Grid,2,61,0.74,30.50,Laurel,2022
201,56,Grid,2,37,0.74,30.48,Laurel,2023
105,168,Row,1,65,0.74,77.47,Laurel,2023
202,168,Row,2,65,0.73,43.20,Laurel,2022
202,168,Row,2,69,0.73,61.00,Laurel,2022
305,168,Row,3,71,0.73,101.60,Noelle,2023
306,168,Grid,3,69,0.73,48.30,Cody,2022
307,168,Row,3,61,0.73,58.40,Laurel,2022
307,168,Row,3,69,0.73,88.90,Laurel,2022
202,168,Row,2,69,0.72,55.90,Laurel,2022
208,28,Grid,2,61,0.72,48.30,Laurel,2022
305,168,Row,3,71,0.72,81.28,Laurel,2023
305,168,Row,3,71,0.72,99.06,Laurel,2023
306,168,Grid,3,69,0.72,55.90,Cody,2022
206,168,Grid,2,na,0.72,17.78,Noelle,2023
105,168,Grid,1,61,0.72,25.40,Laurel,2022
105,168,Grid,1,61,0.72,38.10,Laurel,2022
109,168,Row,1,67,0.72,43.20,Laurel,2022
201,112,Grid,2,67,0.71,66.00,Laurel,2022
203,112,Row,2,61,0.71,45.70,Laurel,2022
209,168,Grid,2,61,0.71,45.70,Laurel,2022
306,168,Grid,3,68,0.71,44.50,Cody,2022
109,56,Row,1,69,0.71,50.80,Noelle,2023
203,112,Row,2,61,0.7,48.30,Laurel,2022
307,168,Row,3,61,0.7,58.40,Laurel,2022
308,56,Row,3,61,0.7,30.50,Laurel,2022
308,56,Row,3,59,0.7,50.80,Laurel,2022
105,168,Grid,1,61,0.7,40.60,Laurel,2022
109,168,Row,1,63,0.7,53.30,Laurel,2022
301,56,Grid,3,69,0.69,71.10,Laurel,2022
302,28,Grid,3,59,0.69,73.70,Laurel,2022
307,168,Row,3,61,0.69,53.30,Laurel,2022
307,168,Row,3,69,0.69,71.10,Laurel,2022
206,168,Grid,2,59,0.69,50.80,Noelle,2023
105,168,Grid,1,61,0.69,50.80,Laurel,2022
202,168,Row,2,65,0.68,53.30,Laurel,2022
305,168,Row,3,69,0.68,43.18,Laurel,2023
308,168,Grid,3,61,0.68,60.96,Laurel,2023
306,168,Grid,3,69,0.68,33.00,Cody,2022
306,168,Grid,3,69,0.68,50.80,Cody,2022
105,168,Grid,1,61,0.68,45.70,Laurel,2022
202,168,Row,2,59,0.67,38.10,Laurel,2022
306,168,Grid,3,63,0.67,73.70,Cody,2022
105,168,Grid,1,61,0.67,45.70,Laurel,2022
109,168,Row,1,63,0.67,63.50,Laurel,2022
305,168,Row,3,61,0.66,48.26,Laurel,2023
301,56,Grid,3,61,0.66,63.50,Laurel,2022
105,168,Row,1,71,0.66,48.26,Laurel,2023
202,168,Row,2,65,0.65,71.10,Laurel,2022
304,112,Row,3,69,0.65,54.61,Laurel,2023
104,168,Grid,1,71,0.65,68.58,Noelle,2023
105,168,Grid,1,61,0.65,38.10,Laurel,2022
304,112,Row,3,61,0.64,60.96,Laurel,2023
306,28,Row,3,59,0.64,44.45,Laurel,2023
202,168,Row,2,61,0.63,53.30,Laurel,2022
308,168,Grid,3,69,0.63,55.88,Laurel,2023
304,28,Row,3,61,0.63,53.30,Laurel,2022
308,56,Row,3,61,0.63,50.80,Laurel,2022
206,168,Grid,2,63,0.63,40.64,Noelle,2023
208,112,Grid,2,35,0.63,33.02,Laurel,2023
104,168,Grid,1,65,0.63,58.42,Noelle,2023
107,56,Grid,1,61,0.63,40.60,Laurel,2022
309,112,Grid,3,61,0.62,53.34,Laurel,2023
307,168,Row,3,63,0.62,68.60,Laurel,2022
307,168,Row,3,63,0.62,68.60,Laurel,2022
206,168,Grid,2,59,0.62,30.48,Noelle,2023
208,112,Grid,2,67,0.62,81.28,Laurel,2023
109,168,Row,1,63,0.62,45.70,Laurel,2022
305,168,Row,3,71,0.61,55.88,Laurel,2023
305,168,Row,3,71,0.61,91.44,Laurel,2023
306,168,Grid,3,61,0.61,30.50,Cody,2022
307,168,Row,3,69,0.61,63.50,Laurel,2022
208,112,Grid,2,59,0.61,53.34,Laurel,2023
109,168,Row,1,61,0.61,40.60,Laurel,2022
301,56,Grid,3,63,0.6,63.50,Laurel,2022
206,168,Grid,2,59,0.6,30.48,Noelle,2023
105,168,Grid,1,59,0.6,20.30,Laurel,2022
309,112,Grid,3,61,0.59,58.42,Laurel,2023
105,168,Grid,1,59,0.59,45.70,Laurel,2022
109,168,Row,1,63,0.59,50.80,Laurel,2022
201,112,Grid,2,61,0.58,45.70,Laurel,2022
201,112,Grid,2,61,0.58,48.30,Laurel,2022
202,168,Row,2,61,0.58,38.10,Laurel,2022
305,168,Row,3,71,0.58,96.52,Laurel,2023
307,168,Row,3,65,0.58,73.70,Laurel,2022
201,56,Grid,2,63,0.58,93.98,Laurel,2023
206,168,Grid,2,69,0.58,30.48,Noelle,2023
303,56,Grid,3,59,0.57,33.02,Noelle,2023
305,168,Row,3,53,0.57,22.86,Laurel,2023
305,168,Row,3,69,0.57,52.07,Laurel,2023
305,168,Row,3,69,0.57,55.88,Laurel,2023
303,112,Row,3,61,0.57,63.50,Laurel,2022
208,112,Grid,2,41,0.57,29.21,Laurel,2023
201,112,Grid,2,69,0.56,63.50,Laurel,2022
202,168,Row,2,69,0.56,61.00,Laurel,2022
206,56,Grid,2,61,0.56,43.20,Laurel,2022
305,168,Row,3,71,0.56,55.88,Laurel,2023
305,112,Grid,3,30,0.56,25.40,Laurel,2022
103,112,Grid,1,61,0.56,52.07,Laurel,2023
103,112,Grid,1,61,0.56,55.88,Laurel,2023
105,168,Row,1,51,0.56,45.72,Laurel,2023
105,168,Grid,1,63,0.56,38.10,Laurel,2022
202,168,Row,2,61,0.55,50.80,Laurel,2022
305,168,Row,3,69,0.55,60.96,Laurel,2023
305,168,Row,3,69,0.55,60.96,Laurel,2023
302,28,Grid,3,65,0.55,53.30,Laurel,2022
306,168,Grid,3,69,0.55,33.00,Cody,2022
306,168,Grid,3,69,0.55,43.20,Cody,2022
307,168,Row,3,61,0.55,66.00,Laurel,2022
103,112,Grid,1,61,0.55,49.53,Laurel,2023
107,56,Grid,1,35,0.55,26.67,Laurel,2023
201,112,Grid,2,65,0.54,66.00,Laurel,2022
206,56,Grid,2,61,0.54,38.10,Laurel,2022
305,112,Grid,3,61,0.54,48.30,Laurel,2022
305,112,Grid,3,61,0.54,55.90,Laurel,2022
306,168,Grid,3,68,0.54,38.10,Cody,2022
307,168,Row,3,59,0.54,35.60,Laurel,2022
307,168,Row,3,63,0.54,73.70,Laurel,2022
105,168,Grid,1,61,0.54,40.60,Laurel,2022
209,168,Grid,2,61,0.53,38.10,Laurel,2022
307,168,Row,3,69,0.53,58.40,Laurel,2022
209,168,Grid,2,61,0.52,50.80,Laurel,2022
305,168,Row,3,69,0.52,66.04,Laurel,2023
305,168,Row,3,69,0.52,68.58,Laurel,2023
308,168,Grid,3,61,0.52,55.88,Laurel,2023
305,168,Row,3,na,0.51,na,Laurel,2023
307,168,Row,3,59,0.51,40.60,Laurel,2022
105,168,Grid,1,61,0.51,35.60,Laurel,2022
209,168,Grid,2,61,0.5,40.60,Laurel,2022
306,168,Grid,3,61,0.5,31.80,Cody,2022
201,112,Grid,2,67,0.48,61.00,Laurel,2022
304,112,Row,3,59,0.48,35.56,Laurel,2023
308,168,Grid,3,59,0.48,43.18,Laurel,2023
304,112,Row,3,69,0.47,54.61,Laurel,2023
308,168,Grid,3,65,0.47,50.80,Laurel,2023
303,112,Row,3,61,0.47,35.60,Laurel,2022
306,168,Grid,3,69,0.47,68.60,Cody,2022
103,112,Grid,1,61,0.47,43.20,Laurel,2022
109,168,Row,1,59,0.46,30.50,Laurel,2022
202,168,Row,2,69,0.45,48.30,Laurel,2022
304,112,Row,3,61,0.45,41.91,Laurel,2023
305,168,Row,3,67,0.45,63.50,Laurel,2023
308,168,Grid,3,63,0.45,53.34,Laurel,2023
208,112,Grid,2,65,0.45,62.23,Laurel,2023
101,112,Row,1,61,0.45,33.00,Laurel,2022
306,28,Row,3,37,0.44,26.67,Laurel,2023
307,168,Row,3,61,0.44,40.60,Laurel,2022
308,56,Row,3,59,0.44,30.50,Laurel,2022
304,112,Row,3,61,0.43,68.58,Laurel,2023
305,168,Row,3,69,0.43,33.02,Laurel,2023
105,168,Grid,1,61,0.43,27.90,Laurel,2022
308,168,Grid,3,59,0.42,43.18,Laurel,2023
206,168,Grid,2,59,0.42,38.10,Noelle,2023
105,168,Grid,1,61,0.42,45.70,Laurel,2022
109,168,Row,1,61,0.42,25.40,Laurel,2022
203,112,Row,2,25,0.41,17.80,Laurel,2022
204,56,Row,2,61,0.41,30.50,Laurel,2022
304,112,Row,3,69,0.41,30.48,Laurel,2023
308,168,Grid,3,61,0.41,55.88,Laurel,2023
306,168,Grid,3,69,0.41,47.00,Cody,2022
201,112,Grid,2,61,0.4,43.20,Laurel,2022
308,168,Grid,3,69,0.4,58.42,Laurel,2023
208,112,Grid,2,61,0.4,68.58,Laurel,2023
105,168,Grid,1,61,0.4,38.10,Laurel,2022
305,168,Row,3,65,0.39,55.88,Laurel,2023
306,168,Grid,3,69,0.39,38.10,Cody,2022
102,28,Row,1,55,0.39,22.90,Laurel,2022
301,56,Grid,3,61,0.37,38.10,Laurel,2022
201,112,Grid,2,61,0.36,30.50,Laurel,2022
301,56,Grid,3,59,0.36,43.20,Laurel,2022
307,168,Row,3,64,0.36,45.70,Laurel,2022
308,168,Grid,3,61,0.35,48.26,Laurel,2023
309,112,Grid,3,61,0.35,30.48,Laurel,2023
307,168,Row,3,65,0.35,45.70,Laurel,2022
208,112,Grid,2,69,0.35,132.08,Laurel,2023
305,168,Row,3,63,0.34,58.42,Laurel,2023
305,168,Row,3,65,0.32,58.42,Laurel,2023
308,168,Grid,3,61,0.32,50.80,Laurel,2023
306,168,Grid,3,69,0.32,39.40,Cody,2022
307,168,Row,3,61,0.31,50.80,Laurel,2022
105,168,Row,1,71,0.31,50.80,Laurel,2023
202,56,Row,2,35,0.3,29.21,Laurel,2023
105,168,Grid,1,61,0.3,27.90,Laurel,2022
104,56,Row,1,25,0.29,15.20,Laurel,2022
109,168,Row,1,65,0.29,91.40,Laurel,2022
308,168,Grid,3,65,0.28,40.64,Laurel,2023
308,168,Grid,3,65,0.27,52.07,Laurel,2023
206,56,Grid,2,25,0.26,20.30,Laurel,2022
309,112,Grid,3,61,0.26,30.48,Laurel,2023
308,168,Grid,3,69,0.25,19.05,Laurel,2023
308,168,Grid,3,61,0.25,55.88,Laurel,2023
309,112,Grid,3,61,0.25,38.10,Laurel,2023
308,168,Grid,3,61,0.24,46.99,Laurel,2023
307,168,Row,3,59,0.24,27.90,Laurel,2022
204,56,Row,2,63,0.23,38.10,Laurel,2022
308,168,Grid,3,61,0.23,40.64,Laurel,2023
305,168,Row,3,61,0.19,38.10,Laurel,2023
305,168,Row,3,59,0.18,24.13,Laurel,2023
305,168,Row,3,61,0.18,30.48,Laurel,2023
208,112,Grid,2,59,0.18,38.10,Laurel,2023
208,112,Grid,2,59,0.14,43.18,Laurel,2023
305,168,Row,3,69,0.03,81.28,Laurel,2023
